ID,Name(Romaji),Name(Localised),Nickname,Gender,Game,Type,Position,Alt Position,Element,Preferred Playstyle,First 3 Moves Learnt,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats,Main Path,Alternate Paths
1,Mamoru Endo,Mark Evans,円堂,男 (Male),イナズマイレブン,選手 (Player),GK,FW,山 (Mountain),Justice,Strong Punch | God Hand | Fireball Knuckle,90.0,97.0,91.0,98.0,105.0,111.0,97.0,689,Keep > Keep,Keep > Keep | Shoot > Shoot
4520,Konko Araya,Kerry Bootgaiter,荒谷,女 (Female),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,風 (Wind),Bond,Deceptive Step | Whirlwind Twister | About Face,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Offense,Offense > Offense | Defense > Defense
4521,Mafuru Iya,Maddox Rock,居屋,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,林 (Forest),Rough Play,Crosscut Feint | Deceptor Dribble | Double Touch,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Offense,Shoot > Offense | Shoot > Shoot
4522,Rebun Sorano,Robert Skipolson,空野,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,林 (Forest),Tension,Nutmeg | Comet Shot | Cross Drive,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Shoot,Shoot > Offense | Shoot > Shoot
4523,Shiro Fubuki,Shawn Froste,士郎,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,風 (Wind),Breach,Curve Shot | Cold Front | Land of Ice,114.0,112.0,102.0,91.0,88.0,85.0,100.0,692,Shoot > Shoot,Offense > Shoot | Offense > Offense
4524,Atsuya Fubuki,Aiden Froste,アツヤ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,DF,火 (Fire),Breach,Chip Shot | Ursa Binder | Ursa Rager,121.0,115.0,105.0,88.0,85.0,85.0,93.0,692,Shoot > Defense,Shoot > Shoot | Defense > Defense
4525,Ryu Kitami,Quentin Rackner,喜多海,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,林 (Forest),Rough Play,Chip Shot | Freeze Shot | Flurry Dash,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Offense > Shoot | Offense > Offense
4526,Retsuto Hyojo,Roland Climbstein,烈斗,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,DF,風 (Wind),Tension,Chip Shot | Freeze Shot | Land of Ice,112.0,109.0,99.0,88.0,86.0,81.0,97.0,672,Shoot > Shoot,Shoot > Shoot | Defense > Defense
4527,Nae Shiratoya,Bunny Cottontail,なえ,女 (Female),イナズマイレブン アレスの天秤,選手 (Player),FW,GK,風 (Wind),Bond,Power Shot | Rabbit Run | Aurora Dribble,113.0,111.0,100.0,90.0,87.0,83.0,99.0,683,Shoot > Shoot,Shoot > Defense | Keep > Keep
4528,Ryugo Someoka,Kevin Dragonfly,染岡,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,林 (Forest),Tension,Low Drive | Dragon Crash | Dragon Tornado,119.0,114.0,104.0,85.0,84.0,84.0,92.0,682,Shoot > Shoot,Shoot > Shoot | Offense > Offense
4529,Kanbee Shiratoya,Robert Cottontail,甘兵衛,男 (Male),イナズマイレブン アレスの天秤,監督 (Manager),GK,FW,林 (Forest),Counter,Mighty Save | Table-Turner | Toughness Block,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Keep | Shoot > Shoot
4530,Kanna Okamine,Mila Simmering,寒名,女 (Female),イナズマイレブン アレスの天秤,マネージャー (Coordinator),MF,FW,山 (Mountain),Bond,Nutmeg | Land of Ice | Aurora Dribble,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Shoot > Offense | Shoot > Shoot
4531,Osamu Saginuma,Dave Quagmire,砂木沼,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),GK,FW,火 (Fire),Breach,Power Catch | Wormhole | Drill Smasher,87.0,95.0,89.0,96.0,104.0,109.0,94.0,674,Keep > Keep,Keep > Keep | Shoot > Shoot
4532,Idero Kanime,Grant Icewater,蟹目,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,FW,山 (Mountain),Justice,Shoulder Tackle | Gravitation | Ganymede Ray,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Shoot > Defense | Shoot > Shoot
4533,Clara Kurakake,Claire Lesnow,クララ,女 (Female),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,風 (Wind),Counter,Feint Play | Water Veil | Wormhole,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Offense,Defense > Defense | Offense > Offense
4534,Ryuji Midorikawa,Jordan Greenway,緑川,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,林 (Forest),Bond,Crosscut Feint | Astro Break | Warp Drive,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Shoot,Shoot > Offense | Shoot > Shoot
4535,Geki Honba,Ben Blowton,本場,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,火 (Fire),Tension,Deceptive Step | Ignited Steal | Fake Bomber,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Defense,Offense > Defense | Defense > Defense
4536,Reina Yagami,Isabelle Trick,八神,女 (Female),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,風 (Wind),Breach,Feint Dash | Astro Break | Meteor Shower,99.0,114.0,114.0,85.0,84.0,84.0,103.0,683,Offense > Shoot,Shoot > Offense | Shoot > Shoot
4537,Natsuhiko Netsuha,Nigel August,熱波,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,林 (Forest),Breach,Bounce Shot | Ganymede Ray | Ignited Steal,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Offense > Shoot | Offense > Offense
4538,Haruya Nagumo,Claude Beacons,南雲,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,火 (Fire),Bond,Curve Shot | Atomic Flare | Flame Veil,121.0,115.0,105.0,88.0,85.0,85.0,93.0,692,Shoot > Shoot,Shoot > Defense | Offense > Offense
4539,Fusuke Suzuno,Bryce Whitingale,涼野,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,風 (Wind),Rough Play,Bounce Shot | Northern Impact | Water Veil,121.0,115.0,105.0,88.0,85.0,85.0,93.0,692,Shoot > Shoot,Shoot > Defense | Offense > Offense
4540,Tatsuya Kiyama,Hunter Foster,タツヤ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,火 (Fire),Justice,Bounce Shot | Meteor Blade | Photon Crash,121.0,115.0,105.0,88.0,85.0,85.0,93.0,692,Shoot > Shoot,Shoot > Offense | Offense > Offense
4541,Hiroto Kira,Xavier Schiller,ヒロト,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,林 (Forest),Bond,Curve Shot | The Detonator | Zigzag Zoom,121.0,115.0,105.0,88.0,85.0,85.0,93.0,692,Shoot > Shoot,Offense > Shoot | Offense > Offense
4542,Satoshi Muto,Ronny Metcalf,武藤,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,風 (Wind),Tension,Deceptive Step | Gaia Break | Warp Drive,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Shoot,Shoot > Shoot | Shoot > Shoot
4543,Ryuichiro Segata,Zeke Valanche,瀬方,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,GK,風 (Wind),Rough Play,Curve Shot | Ganymede Ray | Wormhole,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Shoot > Shoot | Keep > Keep
4544,Hana Barazono,Bonnie Sparks,薔薇園,女 (Female),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,林 (Forest),Justice,Rolling Steal | Ignited Steal | Defence Scan,82.0,87.0,85.0,102.0,107.0,89.0,119.0,671,Defense > Defense,Offense > Defense | Offense > Offense
4545,Hitomiko Kira,Aquilina Schiller,瞳子,女 (Female),イナズマイレブン アレスの天秤,監督 (Manager),MF,FW,林 (Forest),Bond,Crosscut Feint | Astro Break | Space Penguin,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Shoot,Defense > Offense | Shoot > Shoot
4546,Mamoru Endo,Mark Evans,円堂,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),GK,FW,山 (Mountain),Justice,Mighty Save | Majin the Hand | Mega Majin,90.0,97.0,91.0,98.0,105.0,111.0,97.0,689,Keep > Keep,Keep > Keep | Shoot > Shoot
4547,Noboru Sakanoue,Billy Miller,坂野上,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,FW,火 (Fire),Rough Play,Cunning Pull | Volcano Cut | Hurricane Arrows,87.0,91.0,92.0,99.0,104.0,89.0,112.0,674,Defense > Defense,Keep > Shoot | Shoot > Shoot
4548,Mitsunari Kaneshiro,Jack Sawyer,金城,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,風 (Wind),Counter,Feint Dash | Heavenly Tianlong | Flurry Dash,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Defense | Shoot > Shoot
4549,Toshiya Minoshima,Meriwether Beaumont,簑島,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,GK,林 (Forest),Justice,Curving Cut | Three-Legged Rush | Quick Draw,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Defense > Defense | Keep > Keep
4550,Kosaku Hashiya,Burleigh Carpenter,橋屋,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,山 (Mountain),Tension,Curving Cut | Super Armadillo | Armadillo Circus,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Defense > Defense | Offense > Offense
4551,Jo Muhyo,Luke Blank,六豹,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,風 (Wind),Tension,Deceptive Step | Whirlwind Cut | Fire Tornado,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Offense | Shoot > Shoot
4552,Koji Genba,Gaffer Mason,玄場,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,火 (Fire),Tension,Feint Dash | Big Fan | Double Cyclone,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Offense,Defense > Shoot | Defense > Defense
4553,Tetsuo Dan,Dan Bowsun,段,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,山 (Mountain),Tension,Cunning Pull | Gravestone | Clone Defence,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Offense > Defense | Offense > Offense
4554,Ikuto Tanoue,Giles Farmer,田植,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,山 (Mountain),Rough Play,Nutmeg | Heavenly Tianlong | Monkey Turn,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Defense | Shoot > Shoot
4555,Kakeru Shimomachi,Pacey Hawker,下町,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,GK,林 (Forest),Justice,Low Drive | Heavenly Tianlong | Gale Dash,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Shoot,Offense > Shoot | Keep > Keep
4556,Mizuho Kaname,Neville Merchant,要,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,風 (Wind),Bond,Power Shot | Heavenly Tianlong | Cross Drive,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Shoot > Shoot,Offense > Shoot | Offense > Offense
4557,Ponko Tanukigahara,Kia Tanner,ぽん子,女 (Female),イナズマイレブン アレスの天秤,選手 (Player),MF,GK,林 (Forest),Bond,Crosscut Feint | Kangaroo Kick | Ninja Toad,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Offense,Offense > Shoot | Keep > Keep
4559,Nagomu Onba,Eamond Everwing,恩羽,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,DF,山 (Mountain),Tension,Curve Shot | Clone Shot | Trina Tumble,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Shoot,Shoot > Defense | Defense > Defense
4560,Masasada Hatake,Frey Fielding,畑,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,山 (Mountain),Counter,Deceptive Step | Three-Legged Rush | Harvest,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Offense,Shoot > Defense | Defense > Defense
4561,Hosaku Komedawara,Tobin Harveston,米俵,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,火 (Fire),Counter,Feint Dash | Big Fan | Harvest,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Shoot > Offense | Defense > Defense
4562,Einosuke Sumiyoshi,Everest Brightwell,住吉,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,林 (Forest),Tension,Deceptive Step | Kangaroo Kick | Trina Tumble,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Offense,Offense > Shoot | Offense > Defense
4563,Seigo Hibiki,Seymour Hillman,響木,男 (Male),イナズマイレブン アレスの天秤,監督 (Manager),GK,FW,山 (Mountain),Justice,Mighty Save | God Hand | Blazing Knuckle,87.0,95.0,89.0,99.0,104.0,106.0,94.0,674,Keep > Keep,Keep > Keep | Shoot > Shoot
4564,Aki Kino,Silvia Woods,木野,女 (Female),イナズマイレブン アレスの天秤,マネージャー (Coordinator),GK,DF,山 (Mountain),Tension,Mighty Save | God Hand | Blazing Knuckle,90.0,97.0,91.0,98.0,105.0,111.0,97.0,689,Keep > Keep,Keep > Keep | Defense > Defense
4565,Teppei Kurimatsu,Tod Ironside,栗松,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,火 (Fire),Counter,Shoulder Tackle | Rodeo Clown | Comet Shot,87.0,91.0,92.0,99.0,104.0,89.0,112.0,674,Defense > Offense,Offense > Shoot | Offense > Offense
4566,Shinichi Handa,Steve Grim,半田,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,風 (Wind),Justice,Crosscut Feint | Rolling Kick | Zigzag Spark,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Shoot,Defense > Shoot | Defense > Defense
4567,Kusuke Matsuno,Maxwell Carson,マックス,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,風 (Wind),Tension,Chip Shot | Quick Draw | Spiral Shot,119.0,114.0,104.0,85.0,84.0,84.0,92.0,682,Shoot > Defense,Offense > Shoot | Offense > Offense
4568,Ayumu Shorinji,Tim Saunders,しょうりん,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,林 (Forest),Bond,Dust Kick | Whirlwind Twister | Kung Fu Header,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Offense,Offense > Shoot | Defense > Defense
4569,Sakichi Shishido,Sam Kincaid,宍戸,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,火 (Fire),Bond,Heel Flick | Bewildered | Grenade Shot,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Offense,Defense > Shoot | Defense > Defense
4570,Jin Kageno,Jim Wraith,仁,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,GK,林 (Forest),Justice,Rolling Steal | Coil Turn | About Face,87.0,91.0,92.0,99.0,104.0,89.0,112.0,674,Defense > Defense,Offense > Defense | Keep > Keep
4571,Kakeru Megane,William Glass,メガネ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,林 (Forest),Justice,Bounce Shot | Spectacle Crash | Rodeo Clown,113.0,111.0,100.0,90.0,87.0,83.0,99.0,683,Shoot > Shoot,Shoot > Shoot | Offense > Offense
4572,Kazuya Ichinose,Erik Eagle,一之瀬,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,林 (Forest),Bond,Nutmeg | Spinning Shot | Spinning Cut,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Shoot,Offense > Shoot | Shoot > Shoot
4573,Asuka Domon,Bobby Shearer,土門,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,林 (Forest),Tension,Rolling Steal | Killer Slide | Blade Attack,87.0,91.0,92.0,99.0,104.0,89.0,112.0,674,Defense > Defense,Shoot > Defense | Offense > Offense
4574,Alonso Fibbiano,Salvador Castell,アロンソ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),GK,MF,山 (Mountain),Rough Play,Power Catch | Wetsuit | Gigant Wall,85.0,93.0,88.0,95.0,103.0,109.0,94.0,667,Keep > Keep,Keep > Keep | Offense > Offense
4575,Oscar Agito,Antoni Valls,オスカル,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,風 (Wind),Rough Play,Curving Cut | Stone Prison | Echo Ball,82.0,87.0,85.0,102.0,107.0,89.0,119.0,671,Defense > Defense,Offense > Offense | Offense > Offense
4576,Federico Dazro,Jordi Belloch,フェデリコ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,FW,林 (Forest),Rough Play,Curving Cut | Stone Prison | Dawnrise,82.0,87.0,85.0,102.0,107.0,89.0,119.0,671,Defense > Defense,Defense > Shoot | Shoot > Shoot
4577,Gregorio Havalo,Gerard Carbonell,グレゴリオ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,MF,林 (Forest),Bond,Cunning Pull | Liar Shot | Gravestone,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Offense,Defense > Offense | Offense > Offense
4578,Daniel Madroné,Carles Ripoll,ダニエル,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,FW,風 (Wind),Rough Play,Curving Cut | Liar Shot | Super Elastico,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Offense,Defense > Defense | Shoot > Shoot
4579,Rurban Boick,Josep Anglesola,ルーバーン,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,山 (Mountain),Tension,Heel Flick | Kangaroo Kick | Super Elastico,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Shoot | Defense > Defense
4580,Trancy Cornet,Xavi Casals,トランシー,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,風 (Wind),Justice,Heel Flick | Dawnrise | Ultra Moon,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Defense,Offense > Shoot | Defense > Defense
4581,Donell Gotti,Ronaldo Ramallets,ドネル,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,火 (Fire),Justice,Deceptive Step | Kangaroo Kick | Super Elastico,97.0,113.0,114.0,85.0,81.0,81.0,101.0,672,Offense > Offense,Defense > Defense | Offense > Defense
4582,Luther Fandam,Leo Segarra,ルーサー,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,GK,火 (Fire),Tension,#N/A,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,#N/A,Offense > Shoot | Keep > Keep
4583,Clario Orvan,Sergi Hernández,クラリオ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,山 (Mountain),Rough Play,#N/A,103.0,111.0,108.0,90.0,90.0,83.0,99.0,684,Offense > Shoot,#N/A
4584,Bergamo Legrult,Joan Asensi,ベルガモ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,火 (Fire),Justice,#N/A,112.0,109.0,99.0,88.0,86.0,81.0,97.0,672,#N/A,Offense > Shoot | Offense > Offense
4585,Agapito Gomez,Augusto Gomez,アガピト,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,山 (Mountain),Rough Play,Crosscut Feint | Matador Feint | Slingshot,97.0,113.0,114.0,85.0,81.0,81.0,101.0,672,Offense > Offense,Offense > Shoot | Shoot > Shoot
4586,Gerard Enrique,Geraldo Enrique,ジェラール,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,火 (Fire),Justice,Dust Kick | Matador Feint | Slingshot,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Offense > Offense,Shoot > Shoot | Defense > Offense
4587,Salomon Ganoti,Alessio Ganonti,サロモン,男 (Male),イナズマイレブン アレスの天秤,監督 (Manager),MF,DF,林 (Forest),Counter,Cunning Pull | Southern Cross | Hunter's Net,97.0,113.0,114.0,85.0,81.0,81.0,101.0,672,Defense > Offense,Offense > Offense | Defense > Defense
4604,Oji Ikkaku,Griffit Valiance,一角,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,MF,風 (Wind),Bond,Feint Dash | Condor Dive | Aikido,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
4605,Niro Futakado,Wryn Twincrest,両角,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),GK,FW,山 (Mountain),Justice,Mighty Save | Tarzan Kick | Hammer of Fury,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Shoot,Keep > Keep | Shoot > Shoot
4606,Yuhi Higurashi,Aurel Ashdown,日暮,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,FW,火 (Fire),Bond,Low Drive | Lightning Bolt | Double Grenade,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
4607,Mitsuki Tamamushi,Corwin Lumen,玉虫,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),MF,DF,林 (Forest),Tension,Nutmeg | Fake Ball | Matador Feint,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
4608,Gakuto Tonobata,Garvin Cliffmarch,戸野畑,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,FW,林 (Forest),Tension,Cunning Pull | Dreamscape: Dragon Crash | Shadow Stitch,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
4609,Toya Kama,Corin Cainver,鎌,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),FW,DF,火 (Fire),Rough Play,Feint Play | Grenade Shot | La Flamme,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Defense > Shoot,Shoot > Shoot | Defense > Defense
4610,Nanase Tendo,Orphion Ordain,ナナホシ,男 (Male),イナズマイレブン アレスの天秤,選手 (Player),DF,GK,林 (Forest),Bond,Mighty Save | Sigma Zone | Dual Smash,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Keep > Defense,Defense > Defense | Keep > Keep
