ID,Name(Romaji),Name(Localised),Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,First 3 Moves Learnt,Shot AT,Focus AT,Focus DF,Scramble AT,Scramble DF,Castle Wall DF,KP,Main Path,Alternate Paths
1,Mamoru Endo,Mark Evans,,男 (Male),,選手 (Player),,GK,FW,山 (Mountain),Justice,Strong Punch | God Hand | Fireball Knuckle,187,233,243.5,202,195,203,955,Keep > Keep,Keep > Keep | Shoot > Shoot
4205,Kazary Kinubane,Kazar Kibane,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Counter,Mighty Save | Ultrasonic | Whip Crack,176,220,230,193,189,198,913,Keep > Keep,Keep > Defense | Offense > Defense
4206,Pyol Coco,Doyle Coco,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Rough Play,Bounce Shot | Driving Header | Will-o'-the-Wisp Shot,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Keep | Offense > Defense
4207,Kukudur Coco,Kreaton Coco,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Bond,Dust Kick | Heart Beat | Triangle ZZ,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Keep | Shoot > Shoot
4208,Kanzashy Fucho,Kanzan Focho,,女 (Female),,選手 (Player),,GK,DF,火 (Fire),Breach,Mighty Save | Flower Power | Sleeping Dust,176,220,230,193,189,198,913,Keep > Keep,Keep > Shoot | Defense > Defense
4209,Hattomar Medeppo,Hattar Meppo,,女 (Female),,選手 (Player),,MF,GK,火 (Fire),Counter,Nutmeg | Somersault Stamp | Flower Power,209,264,242.5,185,184,175,762,Offense > Keep,Offense > Offense | Keep > Keep
4210,Iika Rugar,Ilka Rugar,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Breach,Cunning Pull | Tesla Coil | Z Slash,174,222,246,213,208,199,852,Defense > Defense,Defense > Keep | Offense > Defense
4211,Jean Suparo,Jan Suparo,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Breach,Power Shot | Sidewinder | Samba Strike,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
4212,Koty Jincho,Korum Jintal,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Justice,Crosscut Feint | Driving Header | Warhead,209,264,242.5,185,184,175,762,Offense > Shoot,Shoot > Defense | Shoot > Shoot
4213,Perik Anbin,Perrick Ambin,,男 (Male),,選手 (Player),,GK,MF,火 (Fire),Tension,Mighty Save | Combustion Catch | Million Hands,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4214,Hick Idory,Hick Idris,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Breach,Dust Kick | Burning Bomb | The Ikaros,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Shoot | Shoot > Shoot
4215,Hashy Birokko,Hashi Bilocco,,男 (Male),,選手 (Player),,GK,DF,火 (Fire),Justice,Strong Punch | Power Shield | Volcanic Rock,176,220,230,193,189,198,913,Keep > Keep,Defense > Keep | Defense > Defense
4216,Karka Po,Karka Poe,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Bond,Low Drive | Bouncing Bunny | Astro Break,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4217,Bo Ludowashi,Bo Lourdash,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Breach,Rolling Steal | Willy-Willy | Racing Flame,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4218,Mendrie Charbo,Mendry Charbeau,,女 (Female),,選手 (Player),,DF,MF,火 (Fire),Tension,Curving Cut | Racing Flame | Volcano Cut,174,222,246,213,208,199,852,Defense > Defense,Offense > Offense | Offense > Defense
4219,Ear Zuck,Iyer Zuck,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Rough Play,Shoulder Tackle | Fractal Repeller | Copy Cut,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4220,Uguis An,Ugwis Ann,,女 (Female),,選手 (Player),,FW,MF,林 (Forest),Bond,Chip Shot | Freeze Shot | Plasma Ball,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4221,Hakutwa Sii,Hector See,,女 (Female),,選手 (Player),,MF,FW,火 (Fire),Counter,Dust Kick | Heart Beat | Fire Tornado,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Shoot > Shoot
4222,Men Pukk,Men Pukk,,女 (Female),,選手 (Player),,FW,MF,山 (Mountain),Bond,Power Shot | Rapid Fire | No Future,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4223,Mozunoha Yanye,Mozun Yarne,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Rough Play,Rolling Steal | Copy Cut | Willy-Willy,174,222,246,213,208,199,852,Defense > Defense,Defense > Offense | Offense > Defense
4224,Kuro Ikarasu,Crow Icarus,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Breach,Dust Kick | Swallow Counter | Dance on Air,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Offense | Shoot > Shoot
4225,Sekka Kusagy,Silas Kaye,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Bond,Shoulder Tackle | Runaway Train | Racing Flame,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4226,Hototo Giise,Horton Giess,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Bond,Bounce Shot | Bouncing Bunny | Illusory Ball,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4227,Kamoffo Agoura,Cameron Agura,,女 (Female),,選手 (Player),,FW,DF,山 (Mountain),Rough Play,Chip Shot | Fractal Repeller | Samba Strike,230,273,231.5,170,172,164,733,Shoot > Defense,Shoot > Defense | Defense > Defense
4228,Iwat Bii,Ewano Bee,,男 (Male),,選手 (Player),,FW,DF,山 (Mountain),Breach,Bounce Shot | Cyclone Sprint | Pancake Defence,230,273,231.5,170,172,164,733,Shoot > Defense,Shoot > Shoot | Defense > Defense
4229,Tobia Brage,Tobiah Bragg,,男 (Male),,選手 (Player),,GK,MF,火 (Fire),Breach,Strong Punch | Combustion Catch | Fireball Knuckle,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4230,Narkitz Ranyhatchi,Norritz Ranhatch,,男 (Male),,選手 (Player),,GK,MF,山 (Mountain),Justice,Power Catch | Shot Pocket | Breath Taker,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4231,Wormy Moam,Worren Mooram,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Bond,Bounce Shot | Bouncing Bunny | Double Helix,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
4232,Okai Kosamar,Okai Cosmer,,女 (Female),,選手 (Player),,DF,MF,林 (Forest),Tension,Shoulder Tackle | Mystifying Mist | Maestro's Call,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4233,Komekky Shoryo,Elater Clicka,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Breach,Bounce Shot | Transporter Device | Dragon Crash,230,273,231.5,170,172,164,733,Shoot > Offense,Offense > Shoot | Offense > Defense
4234,Tarlan Churakumo,Theraphos Tranchla,,男 (Male),,選手 (Player),,FW,DF,山 (Mountain),Rough Play,Curve Shot | Copy Cut | Dragon Crash,230,273,231.5,170,172,164,733,Shoot > Defense,Shoot > Shoot | Defense > Defense
4235,Mantiska Markiry,Mantiska Markiry,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Bond,Strong Punch | Twist 'n' Clout | Wormhole,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4236,Nokkogy Rikwatta,Norlan Rikwatta,,男 (Male),,選手 (Player),,GK,MF,山 (Mountain),Bond,Power Catch | Stomper Stopper | Utter Gutsiness Catch,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4237,Nanato Hoshiten,Nathanos Hoshten,,女 (Female),,選手 (Player),,GK,MF,林 (Forest),Breach,Mighty Save | Shot Pocket | All-Star,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4238,Atla Swokarb,Aurora Sorker,,女 (Female),,選手 (Player),,FW,MF,林 (Forest),Bond,Power Shot | Cupid's Arrow | Brimstone Rain,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4239,Scor Pion,Skoll Pion,,女 (Female),,選手 (Player),,FW,MF,山 (Mountain),Tension,Curve Shot | Butterfly Trance | Spin Meister,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
4240,Edarna Nafshi,Edana Naves,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Breach,Curve Shot | Sonic Shot | Plasma Ball,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4241,Kiryggi Rees,Kierry Reese,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Rough Play,Power Shot | Doomsword Slash | Gungnir,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
4242,Micchi Oshe,Mitchi Osha,,女 (Female),,選手 (Player),,DF,FW,山 (Mountain),Breach,Rolling Steal | Samba Strike | Butterfly Trance,174,222,246,213,208,199,852,Defense > Shoot,Shoot > Defense | Shoot > Shoot
4243,Aock Sarkame,Alec Sarker,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Counter,Dust Kick | Mole Fake | Kangaroo Kick,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Defense | Defense > Defense
4244,Miiro Agrias,Milo Agrias,,女 (Female),,選手 (Player),,FW,MF,林 (Forest),Counter,Power Shot | Fortissimo | Astro Break,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
4245,Helark Lezbittol,Herak Lestril,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Counter,Feint Play | The Wall | Menacing Glare,174,222,246,213,208,199,852,Defense > Defense,Defense > Shoot | Offense > Defense
4246,Kagero Ephemera,Kagraro Ephemera,,男 (Male),,選手 (Player),,DF,MF,林 (Forest),Bond,Curving Cut | Illusory Ball | Hunter's Net,174,222,246,213,208,199,852,Defense > Offense,Offense > Defense | Offense > Defense
4247,Amen Boakainar,Amon Boaker,,男 (Male),,選手 (Player),,DF,MF,林 (Forest),Tension,Rolling Steal | Transporter Device | Electric Impedance,174,222,246,213,208,199,852,Defense > Offense,Defense > Defense | Offense > Defense
4248,Hohoho Tarukoi,Hugaro Tarlow,,女 (Female),,選手 (Player),,FW,DF,山 (Mountain),Rough Play,Chip Shot | Fractal Repeller | Jumping Jack ,230,273,231.5,170,172,164,733,Shoot > Defense,Defense > Shoot | Defense > Defense
4249,Hanam Goury,Hanam Gurry,,女 (Female),,選手 (Player),,DF,MF,山 (Mountain),Justice,Rolling Steal | Tesla Coil | Pancake Defence,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4250,Ares Zmushimo,Ares Zumish,,女 (Female),,選手 (Player),,DF,MF,山 (Mountain),Tension,Shoulder Tackle | Copy Cut | The Tower,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4251,Mor Forcho,Morr Fauche,,女 (Female),,選手 (Player),,MF,FW,林 (Forest),Breach,Nutmeg | Hey Presto | Double Helix,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Offense | Shoot > Shoot
4252,Gomarda Rakkameekiri,Gomara Raccamere,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Breach,Curve Shot | Dinosaur Roar | Tiger Drive,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4253,Gengo Rou,Gengo Rowe,,男 (Male),,選手 (Player),,GK,MF,風 (Wind),Breach,Power Catch | Wild Dunk | Menace Elbow,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4254,Otto Shiebumy,Otto Sheveme,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Rough Play,Dust Kick | The Wall | Burning Bomb,209,264,242.5,185,184,175,762,Offense > Defense,Offense > Offense | Defense > Defense
4255,Ryuka Allyl,Luka Aril,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Breach,Bounce Shot | Spin Meister | Parkour Power,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4256,Anthocy Arnin,Anthocia Arnin,,女 (Female),,選手 (Player),,GK,MF,山 (Mountain),Bond,Power Catch | God Hand | All-Star,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4257,Isolo Ecine,Isor Eshen,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Breach,Feint Play | Fractal Repeller | Magnetism,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Offense > Defense
4258,Tellu Telluride,Terryl Terrid,,女 (Female),,選手 (Player),,MF,DF,火 (Fire),Counter,Crosscut Feint | Double Touch | Bungee Ball Burst,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Offense | Defense > Defense
4259,Deoxyly Bocac,Dioxily Bocca,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Counter,Crosscut Feint | Pyrokinetic | Bungee Ball Burst,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Defense | Defense > Defense
4260,Ribo Som,Ribo Som,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Breach,Deceptive Step | Double Touch | Swallow Counter,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Defense > Defense
4261,Mag Nessium,Mag Nessium,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Bond,Curve Shot | Jurassic Jaws | Samba Strike,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4262,Brom Hexine,Brom Hexine,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Counter,Curve Shot | Foul Offence 3 | Gusher Crusher,230,273,231.5,170,172,164,733,Shoot > Offense,Shoot > Shoot | Offense > Defense
4263,Tau Rin,Tau Rin,,女 (Female),,選手 (Player),,DF,MF,風 (Wind),Justice,Curving Cut | Land of Ice | The Tower,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4264,Jiazo Kagobutsu,Diazo Cabot,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Breach,Power Catch | Stomper Stopper | Twist 'n' Clout,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4265,Salichi Lusan,Salicy Lic,,女 (Female),,選手 (Player),,MF,DF,火 (Fire),Justice,Nutmeg | Fire Drill | Silk Road,209,264,242.5,185,184,175,762,Offense > Defense,Offense > Offense | Defense > Defense
4266,Metha Nol,Metha Nol,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Breach,Crosscut Feint | Pyrokinetic | Bungee Ball Burst,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Offense | Shoot > Shoot
4267,Hemo Globin,Hemo Globin,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Bond,Mighty Save | Ultrasonic | Wormhole,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4268,Silica Gel,Silica Gel,,女 (Female),,選手 (Player),,DF,MF,風 (Wind),Counter,Rolling Steal | Cyclone Sprint | Land of Ice,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4269,Golgy Tai,Golgi Tai,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Counter,Shoulder Tackle | Electric Impedance | Bicycle Slash,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Offense > Defense
4270,Iwarz Moganar,Iwers Mogan,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Rough Play,Bounce Shot | Sonic Shot | Zephyr Shot,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4271,Nemy Minimiz,Nemy Minimiz,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Counter,Feint Dash | Log Roll | Spin Out,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Offense | Defense > Defense
4272,Smebamy Yacco,Smeba Myko,,女 (Female),,選手 (Player),,FW,MF,山 (Mountain),Rough Play,Curve Shot | Mermaid Smash | Ribbon Shower,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4273,Hanamoha Jirau,Hannah Jarrow,,女 (Female),,選手 (Player),,MF,DF,林 (Forest),Tension,Nutmeg | Hoopsie-Daisy | Serow Totem,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Offense | Defense > Defense
4274,Nactena Nakusee,Nactena Naksey,,女 (Female),,選手 (Player),,FW,MF,林 (Forest),Breach,Chip Shot | Bouncing Bunny | Gungnir,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4275,Shiju Hachikusee,Shiro Hatch,,女 (Female),,選手 (Player),,MF,DF,山 (Mountain),Bond,Feint Dash | Mole Fake | Acrobotics,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Offense | Defense > Defense
4276,Nejibo Rootnut,Ned Jovan,,不明,,選手 (Player),,GK,MF,火 (Fire),Bond,Mighty Save | Burnout Burst | Fist Beam,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4277,Hokkorima Miley,Holly Mirae,,女 (Female),,選手 (Player),,FW,MF,山 (Mountain),Bond,Chip Shot | Sidewinder | Butterfly Trance,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4278,Niege Rugakatch,Niall Rugan,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Rough Play,Feint Dash | Kangaroo Kick | Spin Out,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Defense > Defense
4279,Koobie Rezuta,Coby Redstone,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Bond,Low Drive | Flying Fish | Megalodon,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4280,Hakree Tarbai,Hawky Turbay,,女 (Female),,選手 (Player),,FW,MF,山 (Mountain),Justice,Bounce Shot | Gold Rush | Pamerio Totem,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4281,Senkie Yakbanrai,Seth Yinkley,,男 (Male),,選手 (Player),,FW,DF,風 (Wind),Bond,Power Shot | Sonic Shot | Pamerio Totem,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Defense > Defense
4282,Uricky Regomen,Ricky Regomen,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Counter,Power Catch | Ultrasonic | Grimron Totem,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
4283,Shiyouba Ihanjo,Shawby Ehan,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Curving Cut | Whirlwind Force | Hey Presto,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
4284,Moka Rimakka,Moka Rimmer,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Rolling Steal | Pincer Pinch | Gusher Crusher,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Offense > Defense
4285,Honena Shisangor,Honena Sisson,,女 (Female),,選手 (Player),,DF,MF,火 (Fire),Rough Play,Cunning Pull | Heart Beat | Bouncing Bomb,174,222,246,213,208,199,852,Defense > Offense,Defense > Offense | Offense > Defense
4286,Yotsume Umikki,Yolanda Umick,,女 (Female),,選手 (Player),,DF,MF,風 (Wind),Rough Play,Rolling Steal | Log Roll | Killer Whale,174,222,246,213,208,199,852,Defense > Offense,Shoot > Defense | Offense > Defense
4287,Gieve & Tik,Gieve & Tik,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Bond,Power Shot | Sonic Shot | Zooma Totem,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4288,Mochitsu & Motaretsu,Tippi & Tappa,,女 (Female),,選手 (Player),,FW,MF,山 (Mountain),Justice,Chip Shot | Butterfly Trance | Zooma Totem,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4289,Toggu Romaku,Tog Romack,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Rough Play,Heel Flick | Snakebite | Brimstone Rain,209,273.5,253.5,181,183,164,733,Offense > Keep,Defense > Offense | Defense > Defense
4290,Erue Suai,Elu Suay,,不明,,選手 (Player),,MF,DF,山 (Mountain),Tension,Dust Kick | Accelerator Gears | Electric Impedance,209,264,242.5,185,184,175,762,Offense > Shoot,Offense > Offense | Defense > Defense
4291,Tor Nado,Thor Nado,,男 (Male),,選手 (Player),,GK,MF,風 (Wind),Justice,Strong Punch | Nitro Slap | Willy-Willy,176,220,230,193,189,198,913,Keep > Keep,Offense > Keep | Offense > Defense
4292,Eas Termoai,Eas Tarmo,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Bond,Rolling Steal | Blast Mine | Driving Header,174,222,246,213,208,199,852,Defense > Offense,Offense > Shoot | Offense > Defense
4293,Manuba Gibutsu,Maneuver Gibbs,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Bond,Power Shot | Spin Meister | Air Ride,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4294,Kuroyo Roi,Croy Roy,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Feint Play | Electric Impedance | Dragster,167,209,244.5,224,220,208,870,Defense > Defense,Offense > Defense | Offense > Defense
4295,Kabenimii Miarie,Kaven Mirae,,女 (Female),,選手 (Player),,GK,DF,林 (Forest),Bond,Mighty Save | Wormhole | Sleeping Dust,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Defense > Defense
4296,Fuu Senbarun,Hugh Semburn,,男 (Male),,選手 (Player),,GK,DF,火 (Fire),Breach,Power Catch | Slice and Dice | Heel Kick,176,220,230,193,189,198,913,Keep > Defense,Defense > Keep | Defense > Defense
4297,Tagee Hamugei,Tage Hamley,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Counter,Dust Kick | Grand Slam | Heel Kick,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Shoot | Shoot > Shoot
4298,Jomon Dogu,Jomon Dorg,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Tension,Low Drive | Gold Rush | Ganymede Ray,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
4299,Tanky Harsonki,Tanky Hanson,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Tension,Bounce Shot | Doomsword Slash | Rapid Fire,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
4300,Menny Armal,Manny Armal,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Breach,Chip Shot | Doomsword Slash | Bouncing Bomb,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Offense | Offense > Defense
4301,Koihamo Moak,Kohen Moak,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Counter,Heel Flick | Runaway Train | Burning Bomb,209,264,242.5,185,184,175,762,Offense > Defense,Offense > Offense | Defense > Defense
